,sent1,sent2,label
791,A lion is tiring the whole pen by pacing,A lion is pacing tiredly in a pen,NEUTRAL
792,A lion is slowly walking,A lion is slowly moving around,ENTAILMENT
793,The lion is pacing tiredly in the pen,A lion is slowly walking,ENTAILMENT
794,There is no man playing the guitar loudly,A flute is being played by a man,NEUTRAL
795,The loud man is not allowed to play the guitar,A flute is being played by a man,NEUTRAL
796,A man is playing the guitar loudly,A flute is being played by a man,NEUTRAL
797,The person isn't dicing up an orange pepper,The person is dicing up a pepper which is orange,CONTRADICTION
798,The person is dicing up a pepper which is orange,The orange colored dices are being cast by a cook to win the pepper,NEUTRAL
799,Some bells are ringing near a cook slicing peppers,A cook is slicing some bell peppers,NEUTRAL
800,There is no cook slicing some bell peppers,The person is dicing up a pepper which is orange,CONTRADICTION
801,A cook is slicing some bell peppers,An orange pepper is being diced up by a person,NEUTRAL
802,The person isn't dicing up an orange pepper,A cook is slicing some bell peppers,NEUTRAL
803,The person is dicing up a pepper which is orange,A cook is slicing some bell peppers,NEUTRAL
804,Some tofu is being sliced by one woman,Tofu is being sliced by a woman,ENTAILMENT
805,Tofu is being sliced by a woman,Tofu isn't being sliced by a woman,CONTRADICTION
806,A girl is cutting butter into two pieces,Some tofu is being sliced by one woman,NEUTRAL
807,"The girl, who is little, is combing her hair into a pony tail.","The girl, who is little, is ruffling her hair",NEUTRAL
808,A girl is combing the hair of a little pony's tail,"The girl, who is little, is combing her hair into a pony tail.",NEUTRAL
809,One man is sitting steadily on the chair,One man is sitting on the chair,ENTAILMENT
810,"The girl, who is little, is combing her hair into a pony tail.",One man is sitting steadily on the chair,NEUTRAL
811,"The girl, who is little, is carefully combing her hair into a pony tail",One man is sitting on the chair,NEUTRAL
812,One man is sitting on the chair,"The girl, who is little, is combing her hair into a pony tail.",NEUTRAL
813,The man is carelessly smearing butter on a slice of garlic bread,The man isn't smearing butter on bread ,CONTRADICTION
814,A man is spreading butter on a piece of bread which is big,"A piece of bread, which is big, is having butter spread upon it by a man OR A piece of bread, which is big, is being spread with butter by a man",ENTAILMENT
815,A man is removing the butter from a piece of bread which is big,A man is spreading butter on a piece of bread which is big,NEUTRAL
816,The man is carelessly smearing butter on a slice of garlic bread,"A piece of bread, which is big, is having butter spread upon it by a man OR A piece of bread, which is big, is being spread with butter by a man",NEUTRAL
817,The parrot is talking into the microphone,There is no parrot speaking,CONTRADICTION
818,A parrot is speaking,The parrot is silent in front of the microphone,CONTRADICTION
819,Some kittens are hungry,Some kittens are eating,NEUTRAL
820,A man is eating near the kittens,Some kittens are eating,NEUTRAL
821,The food on the trays isn't being eaten by the kittens,The food on the trays is being eaten by the kittens,CONTRADICTION
822,The kittens are eating the food on the trays,Some kittens are eating,ENTAILMENT
823,The food on the trays isn't being eaten by the kittens,Some kittens are eating,CONTRADICTION
824,Some kittens are hungry,The food on the trays is being eaten by the kittens,NEUTRAL
825,The food on the trays is being eaten by the kittens,Some kittens are eating,ENTAILMENT
826,A person is singing and playing the guitar,There is no person singing and playing the guitar,CONTRADICTION
827,A person is singing and playing the guitar,The singer is playing the guitar in front of a person,NEUTRAL
828,A man is passionately playing a guitar,One man is passionately playing the guitar,ENTAILMENT
829,A man is putting away a guitar,A person is singing and playing the guitar,NEUTRAL
830,A man is passionately playing a guitar,A person is singing and playing a guitar,NEUTRAL
831,A person is singing and playing the guitar,A man is passionately playing a guitar,NEUTRAL
832,Some animals are playing wildly in the water,A few animals are playing in the water,ENTAILMENT
833,A few animals are playing in the water,Nobody is playing ping pong,NEUTRAL
834,Two people are playing ping pong,A few animals are out of the water,NEUTRAL
835,Two people are playing ping pong,A few animals are playing in the water,NEUTRAL
836,The windows are being polished by a man,The windows are being cleaned by a man,ENTAILMENT
837,The windows are being cleaned by a man,There is no window being cleaned by a man,CONTRADICTION
838,The man is driving a car carefully,The man is driving a car,ENTAILMENT
839,The man is driving a car,The windows are being polished by a man,NEUTRAL
840,The man is driving a car,There is no window being cleaned by a man,NEUTRAL
841,The windows are being cleaned by a man,The man is driving a car,NEUTRAL
842,The woman is pouring oil into a skillet,The skillet is being oiled by a woman who is pouring some water,NEUTRAL
843,The woman is pouring oil into a skillet,A chimp is angrily kicking a target,NEUTRAL
844,The baby is being put into a trash can by a woman,A woman is putting the baby into a trash can,ENTAILMENT
845,There is no baby being put into a trash can by a woman,The baby is being put into a trash can by a woman,CONTRADICTION
846,The baby is being put into a trash can by a woman,A person is putting meat into a skillet carelessly,NEUTRAL
847,A person is taking away the meat in the skillet,The baby is being put into a trash can by a woman,NEUTRAL
848,A person is putting meat into a skillet,There is no baby being put into a trash can by a woman,NEUTRAL
849,The baby is being put into a trash can by a woman,A person is putting meat into a skillet,NEUTRAL
850,One small child is greedily drinking water from the cup,One small child is drinking water from the cup,ENTAILMENT
851,The kitten is eagerly drinking some milk from the bowl,One small child is greedily drinking water from the cup,NEUTRAL
852,The kitten is eagerly drinking some milk from the bowl,One small child is filling the cup with water,NEUTRAL
853,The band is singing ,The band isn't singing,CONTRADICTION
854,The singer is leaving the band,The band is singing ,NEUTRAL
855,A woman is putting on makeup carefully,The band isn't singing,NEUTRAL
856,A woman is putting on makeup carefully,The band is singing ,NEUTRAL
857,"The woman is happily playing a guitar, which is acoustic, and singing","The woman is playing a guitar, which is acoustic, and singing",ENTAILMENT
858,The singer is playing the guitar at an acoustic concert for a woman,"The woman is playing a guitar, which is acoustic, and singing",NEUTRAL
859,"The woman is happily playing a guitar, which is acoustic, and singing",A person is playing a guitar and singing,ENTAILMENT
860,The singer is playing the guitar at an acoustic concert for a woman,A person is playing a guitar and singing,ENTAILMENT
861,Nobody is playing the guitar and singing,"The woman is playing a guitar, which is acoustic, and singing",CONTRADICTION
862,"The woman is playing a guitar, which is acoustic, and singing",The singer is hiring a person to fire the guitar player,NEUTRAL
863,There is no water being drunk by a cat,Some water is being drunk by a cat,CONTRADICTION
864,A truck is quickly going down a hill,A truck is quickly going up a hill,NEUTRAL
865,A truck is quickly going down a hill,Some water is being casually drunk by a cat,NEUTRAL
866,Some water is being drunk by a cat,A truck is quickly going down a hill,NEUTRAL
867,A young woman is playing the guitar,A girl is playing the guitar,ENTAILMENT
868,A girl is playing the guitar,A girl is not playing the guitar,CONTRADICTION
869,One man is intensely playing a guitar,The man is intensely playing the guitar,ENTAILMENT
870,The man is intensely playing the guitar,The man isn't intensely playing the guitar,CONTRADICTION
871,The man is intensely playing the guitar,The intense man is a guitar player,NEUTRAL
872,A girl is playing the guitar,One man is intensely playing a guitar,NEUTRAL
873,The intense man is a guitar player,A girl is playing the guitar,NEUTRAL
874,The man is intensely playing the guitar,The guitar player is loving one girl,NEUTRAL
875,A girl is playing the guitar,The man is intensely playing the guitar,NEUTRAL
876,A man is riding a motorbike,A man is driving a motorbike,ENTAILMENT
877,A man is parking a motorbike,A man is riding a motorbike,NEUTRAL
878,A man is riding a motorbike,A motorbike rider is running over a man ,NEUTRAL
879,The horse is being ridden by a man,A man is driving a motorbike,NEUTRAL
880,The horse is being ridden by a man,A man is parking a motorbike,NEUTRAL
881,A motorbike rider is running over a man ,The horse is being ridden by a man,NEUTRAL
882,A man is riding the animal,A man is riding a motorbike,NEUTRAL
883,The man is on the ride with the horse,A man is riding a motorbike,NEUTRAL
884,A magic trick is being performed by the magician,The man is doing a magic trick,ENTAILMENT
885,The man isn't doing a magic trick,The man is doing a magic trick,CONTRADICTION
886,The man is doing a magic trick,"The kid, who is doing magic, is tricking an old man",NEUTRAL
887,A man is dangerously throwing knives at a tree,A man is dangerously extracting knives from a tree,NEUTRAL
888,A man is dangerously throwing knives at the tree,The man is doing a magic trick,NEUTRAL
889,A man is dangerously throwing knives at a tree,A magic trick is being performed by the magician,NEUTRAL
890,A man is dangerously throwing knives at a tree,The man isn't doing a magic trick,NEUTRAL
891,"The kid, who is doing magic, is tricking an old man",A man is dangerously throwing knives at a tree,NEUTRAL
892,The guitar is being played by a lady,The guitar is being played by a girl,NEUTRAL
893,The guitar is being played by a lady,The play for the ladies requires a guitar,NEUTRAL
894,The man is practicing the guitar,The person is practicing the guitar,ENTAILMENT
895,The practicing person doesn't like the guitar,The guitar is being played by a lady,NEUTRAL
896,The person is practicing the guitar,The guitar is being sold by a lady,NEUTRAL
897,The person is practicing the guitar,The play for the ladies requires a guitar,NEUTRAL
898,The boy is enthusiastically playing in the mud,The boy is playing in the mud,ENTAILMENT
899,The boy is playing in the mud,The boy isn't playing in the mud,CONTRADICTION
900,A cat is playing with a device,A playing device is amusing a cat,NEUTRAL
